,Article_First author,Article_Year,Article_Optional label,Article_DOI,concat_name,ChecklistMeasurementCondition_Temperature,ChecklistMeasurementCondition_Theoretical capacity active material,ChecklistMeasurementCondition_Theoretical capacity areal,ChecklistMeasurementCondition_Theoretical capacity cell,ChecklistMeasurementCondition_Theoretical capacity slow,ChecklistCellFormat_Lithium anode,ChecklistCellFormat_Graphite anode,ChecklistCellFormat_Silicon anode,ChecklistCellFormat_Other anode text,ChecklistCellFormat_Sulfur,ChecklistCellFormat_NMC811,ChecklistCellFormat_NMC622,ChecklistCellFormat_NMC532,ChecklistCellFormat_NMC111,ChecklistCellFormat_Other NMC,ChecklistCellFormat_LFP,ChecklistCellFormat_LFP/NMC blend,ChecklistCellFormat_LCO,ChecklistCellFormat_Other cathode text,ChecklistCellFormat_Cell format,ChecklistCellFormat_Cell format other,ChecklistCellFormat_N/P electrode balance value,ChecklistCellFormat_N/P reported,ChecklistCellFormat_N/P N/A,ChecklistCellFormat_Electrolyte volume reported,ChecklistCellFormat_Electrolyte ratio reported,ChecklistElectrodeProcessing_Assembly processing environment,ChecklistElectrodeProcessing_Production scale,ChecklistElectrodeProcessing_Production scale comment,ChecklistElectrodeProcessing_Using commercial electrode,ChecklistElectrodeProcessing_Electrode mass comp Binder,ChecklistElectrodeProcessing_Electrode mass comp Additive,ChecklistElectrodeProcessing_Electrode mass comp Active,ChecklistElectrodeProcessing_Electrode mass comp Solid content slurry,ChecklistElectrodeProcessing_Electrode thickness,ChecklistElectrodeProcessing_Electrode how measured,ChecklistElectrodeProcessing_Calendered,ChecklistElectrodeProcessing_Active material areal,ChecklistElectrodeProcessing_Active material fractional,ChecklistGalvanostatic_Voltage min,ChecklistGalvanostatic_Voltage max,ChecklistGalvanostatic_Different voltage range,ChecklistGalvanostatic_Voltage range NA,ChecklistGalvanostatic_Pre-activation used,ChecklistGalvanostatic_Pre-activation rate,ChecklistGalvanostatic_Pre-activation n cycles,ChecklistGalvanostatic_Pre-activation other,ChecklistGalvanostatic_Pre-activation NA,ChecklistGalvanostatic_C Rate min,ChecklistGalvanostatic_C Rate max,ChecklistGalvanostatic_Current density min,ChecklistGalvanostatic_Current density max,ChecklistGalvanostatic_Current density report,ChecklistGalvanostatic_Constant voltage charge,ChecklistGalvanostatic_Constant voltage discharge,ChecklistGalvanostatic_Multiple cells,ChecklistCV_Reported,ChecklistCV_Voltage min,ChecklistCV_Voltage max,ChecklistCV_Sweep rate min,ChecklistCV_Sweep rate max,ChecklistCV_Linear scan current,ChecklistEIS_Reported,ChecklistEIS_ECM,Characterisation_Morphology:SEM:raw materials,Characterisation_Morphology:SEM:composite,Characterisation_Morphology:SEM:electrode,Characterisation_Morphology:SEM:in-situ/ operando,Characterisation_Morphology:SEM:post mortem/ ex-situ,Characterisation_Morphology:SEM+EDX:raw materials,Characterisation_Morphology:SEM+EDX:composite,Characterisation_Morphology:SEM+EDX:electrode,Characterisation_Morphology:SEM+EDX:in-situ/ operando,Characterisation_Morphology:SEM+EDX:post mortem/ ex-situ,Characterisation_Morphology:TEM:raw materials,Characterisation_Morphology:TEM:composite,Characterisation_Morphology:TEM:electrode,Characterisation_Morphology:TEM:in-situ/ operando,Characterisation_Morphology:TEM:post mortem/ ex-situ,Characterisation_Morphology:TEM+EDX:raw materials,Characterisation_Morphology:TEM+EDX:composite,Characterisation_Morphology:TEM+EDX:electrode,Characterisation_Morphology:TEM+EDX:in-situ/ operando,Characterisation_Morphology:TEM+EDX:post mortem/ ex-situ,Characterisation_Morphology:Optical:raw materials,Characterisation_Morphology:Optical:composite,Characterisation_Morphology:Optical:electrode,Characterisation_Morphology:Optical:in-situ/ operando,Characterisation_Morphology:Optical:post mortem/ ex-situ,Characterisation_Morphology:XCT:raw materials,Characterisation_Morphology:XCT:composite,Characterisation_Morphology:XCT:electrode,Characterisation_Morphology:XCT:in-situ/ operando,Characterisation_Morphology:XCT:post mortem/ ex-situ,Characterisation_Morphology:FIB+SEM:raw materials,Characterisation_Morphology:FIB+SEM:composite,Characterisation_Morphology:FIB+SEM:electrode,Characterisation_Morphology:FIB+SEM:in-situ/ operando,Characterisation_Morphology:FIB+SEM:post mortem/ ex-situ,Characterisation_Structure:lab XRD:raw materials,Characterisation_Structure:lab XRD:composite,Characterisation_Structure:lab XRD:electrode,Characterisation_Structure:lab XRD:in-situ/ operando,Characterisation_Structure:lab XRD:post mortem/ ex-situ,Characterisation_Structure:lab XPS:raw materials,Characterisation_Structure:lab XPS:composite,Characterisation_Structure:lab XPS:electrode,Characterisation_Structure:lab XPS:in-situ/ operando,Characterisation_Structure:lab XPS:post mortem/ ex-situ,Characterisation_Structure:lab XRF:raw materials,Characterisation_Structure:lab XRF:composite,Characterisation_Structure:lab XRF:electrode,Characterisation_Structure:lab XRF:in-situ/ operando,Characterisation_Structure:lab XRF:post mortem/ ex-situ,Characterisation_Structure:NMR:raw materials,Characterisation_Structure:NMR:composite,Characterisation_Structure:NMR:electrode,Characterisation_Structure:NMR:in-situ/ operando,Characterisation_Structure:NMR:post mortem/ ex-situ,Characterisation_Structure:neutron:raw materials,Characterisation_Structure:neutron:composite,Characterisation_Structure:neutron:electrode,Characterisation_Structure:neutron:in-situ/ operando,Characterisation_Structure:neutron:post mortem/ ex-situ,Characterisation_Structure:XAS:raw materials,Characterisation_Structure:XAS:composite,Characterisation_Structure:XAS:electrode,Characterisation_Structure:XAS:in-situ/ operando,Characterisation_Structure:XAS:post mortem/ ex-situ,Characterisation_Structure:EXAFS:raw materials,Characterisation_Structure:EXAFS:composite,Characterisation_Structure:EXAFS:electrode,Characterisation_Structure:EXAFS:in-situ/ operando,Characterisation_Structure:EXAFS:post mortem/ ex-situ,Characterisation_Structure:SR radiography:raw materials,Characterisation_Structure:SR radiography:composite,Characterisation_Structure:SR radiography:electrode,Characterisation_Structure:SR radiography:in-situ/ operando,Characterisation_Structure:SR radiography:post mortem/ ex-situ,Characterisation_Structure:SR XRF:raw materials,Characterisation_Structure:SR XRF:composite,Characterisation_Structure:SR XRF:electrode,Characterisation_Structure:SR XRF:in-situ/ operando,Characterisation_Structure:SR XRF:post mortem/ ex-situ,Characterisation_Vibration:Raman:raw materials,Characterisation_Vibration:Raman:composite,Characterisation_Vibration:Raman:electrode,Characterisation_Vibration:Raman:in-situ/ operando,Characterisation_Vibration:Raman:post mortem/ ex-situ,Characterisation_Vibration:FTIR:raw materials,Characterisation_Vibration:FTIR:composite,Characterisation_Vibration:FTIR:electrode,Characterisation_Vibration:FTIR:in-situ/ operando,Characterisation_Vibration:FTIR:post mortem/ ex-situ,Characterisation_Vibration:UV-vis:raw materials,Characterisation_Vibration:UV-vis:composite,Characterisation_Vibration:UV-vis:electrode,Characterisation_Vibration:UV-vis:in-situ/ operando,Characterisation_Vibration:UV-vis:post mortem/ ex-situ,Characterisation_Electrode properties:4-point conductivity:raw materials,Characterisation_Electrode properties:4-point conductivity:composite,Characterisation_Electrode properties:4-point conductivity:electrode,Characterisation_Electrode properties:4-point conductivity:in-situ/ operando,Characterisation_Electrode properties:4-point conductivity:post mortem/ ex-situ,Characterisation_Electrode properties:Other conductivity:raw materials,Characterisation_Electrode properties:Other conductivity:composite,Characterisation_Electrode properties:Other conductivity:electrode,Characterisation_Electrode properties:Other conductivity:in-situ/ operando,Characterisation_Electrode properties:Other conductivity:post mortem/ ex-situ,Characterisation_Electrode properties:TGA:raw materials,Characterisation_Electrode properties:TGA:composite,Characterisation_Electrode properties:TGA:electrode,Characterisation_Electrode properties:TGA:in-situ/ operando,Characterisation_Electrode properties:TGA:post mortem/ ex-situ,Characterisation_Electrode properties:DSC:raw materials,Characterisation_Electrode properties:DSC:composite,Characterisation_Electrode properties:DSC:electrode,Characterisation_Electrode properties:DSC:in-situ/ operando,Characterisation_Electrode properties:DSC:post mortem/ ex-situ,Characterisation_Area porosity:BET/ MBET:raw materials,Characterisation_Area porosity:BET/ MBET:composite,Characterisation_Area porosity:BET/ MBET:electrode,Characterisation_Area porosity:BET/ MBET:in-situ/ operando,Characterisation_Area porosity:BET/ MBET:post mortem/ ex-situ,Characterisation_Area porosity:DFT:raw materials,Characterisation_Area porosity:DFT:composite,Characterisation_Area porosity:DFT:electrode,Characterisation_Area porosity:DFT:in-situ/ operando,Characterisation_Area porosity:DFT:post mortem/ ex-situ,Characterisation_Area porosity:BJH:raw materials,Characterisation_Area porosity:BJH:composite,Characterisation_Area porosity:BJH:electrode,Characterisation_Area porosity:BJH:in-situ/ operando,Characterisation_Area porosity:BJH:post mortem/ ex-situ,Characterisation_Area porosity:HK:raw materials,Characterisation_Area porosity:HK:composite,Characterisation_Area porosity:HK:electrode,Characterisation_Area porosity:HK:in-situ/ operando,Characterisation_Area porosity:HK:post mortem/ ex-situ,ChecklistElectrodeProcessing_Electrode mass loading,Characterisation_Morphology:TEM diffraction:raw materials,Characterisation_Morphology:TEM diffraction:composite,Characterisation_Morphology:TEM diffraction:electrode,Characterisation_Morphology:TEM diffraction:in-situ/ operando,Characterisation_Morphology:TEM diffraction:post mortem/ ex-situ,Characterisation_Structure:XANES:raw materials,Characterisation_Structure:XANES:composite,Characterisation_Structure:XANES:electrode,Characterisation_Structure:XANES:in-situ/ operando,Characterisation_Structure:XANES:post mortem/ ex-situ,Characterisation_Structure:SR XRD:raw materials,Characterisation_Structure:SR XRD:composite,Characterisation_Structure:SR XRD:electrode,Characterisation_Structure:SR XRD:in-situ/ operando,Characterisation_Structure:SR XRD:post mortem/ ex-situ,Characterisation_Electrode properties:ICP-OES:raw materials,Characterisation_Electrode properties:ICP-OES:composite,Characterisation_Electrode properties:ICP-OES:electrode,Characterisation_Electrode properties:ICP-OES:in-situ/ operando,Characterisation_Electrode properties:ICP-OES:post mortem/ ex-situ,Characterisation_Area porosity:Unspecified PSD:raw materials,Characterisation_Area porosity:Unspecified PSD:composite,Characterisation_Area porosity:Unspecified PSD:electrode,Characterisation_Area porosity:Unspecified PSD:in-situ/ operando,Characterisation_Area porosity:Unspecified PSD:post mortem/ ex-situ,Characterisation_Electrode properties:TOF SIMS:raw materials,Characterisation_Electrode properties:TOF SIMS:composite,Characterisation_Electrode properties:TOF SIMS:electrode,Characterisation_Electrode properties:TOF SIMS:in-situ/ operando,Characterisation_Electrode properties:TOF SIMS:post mortem/ ex-situ
0,Yabuuchi,2003.0,novel lithium insertion,10.1016/S0378-7753(03)00173-3,Yabuuchi 2003 novel lithium insertion,Not reported,True,False,False,False,True,False,False,,False,False,False,False,True,False,False,False,False,,Other,Home-made pipe,0.0,True,False,0.0,0.0,False,False,,No,True,True,True,False,0,,False,0,0.0,2.5,4.6,FALSE,False,False,0,0.0,,False,0,0.0,0.17,14.7,mA/cm$^{2}$,FALSE,False,No,,0.0,0.0,0.0,0.0,Not reported,,,FALSE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Bree,2025.0,Practical pathways,10.1021/acs.energyfuels.4c06201,Bree 2025 Practical pathways,Not reported,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,True,False,,Coin,,1.1,True,False,100.0,0.0,True,False,,No,True,True,True,False,,,True,0,0.0,2.5,4.0,FALSE,False,True,0,2.0,10 hours soak,False,0.33,0.33,0.0,0.0,mA/mg,TRUE,True,No,No,0.0,0.0,0.0,0.0,Not reported,No,,TRUE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"135, 170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ji,2009.0,highly ordered,10.1038/NMAT2460,Ji 2009 highly ordered,Room temp,True,False,False,False,True,False,False,,True,False,False,False,False,False,False,False,False,,Swagelok,,0.0,True,False,0.0,0.0,False,True,"1g CMK-3, 2.33g sulfur",No,True,True,True,False,,,False,0,0.0,1.5,3.0,FALSE,False,False,0,0.0,,False,0,0.0,168.0,0.0,mA/g,FALSE,False,No,No,0.0,0.0,0.0,0.0,Not reported,,,FALSE,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lin,2014.0,Surface reconstruction,10.1038/ncomms4529,Lin 2014 Surface reconstruction,Not reported,True,False,False,False,True,False,False,,False,False,False,False,False,True,False,False,False,LiNi_{0.4}Mn_{0.4}Co_{0.18}Ti_{0.02}O_{2},Coin,,0.0,True,False,0.0,0.0,False,True,precursor concentration + volume (mL),No,True,True,True,False,,,False,6,0.0,2.0,4.7,TRUE,False,False,0,0.0,,False,0.05,0.05,0.0,0.0,mA/g,FALSE,False,No,No,0.0,0.0,0.0,0.0,Not reported,Yes,,TRUE,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tran,2006.0,Positive electrode materials,10.1149/1.2138573,Tran 2006 Positive electrode materials,Not reported,True,False,False,False,True,False,False,,False,False,False,False,False,True,False,False,False,"Li_{1+x}(Ni_{0.425}Mn_{0.425}Co_{0.15})_{1-x}O_{2}, various x",Coin,,,True,False,,,False,False,,No,True,True,True,False,,,False,,88.0,,,FALSE,False,False,,0.0,,False,0.05,0.05,,,mA/g,FALSE,False,No,,,,,,Not reported,,,TRUE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
5,Wang,2019.0,Hierarchical porous,0.1016/j.electacta.2019.05.090,Wang 2019 Hierarchical porous,Not reported,True,False,False,False,True,False,False,,True,False,False,False,False,False,False,False,False,,Coin,,0.0,True,False,0.0,0.0,True,False,,No,True,True,True,False,,,False,0,0.0,1.7,2.8,FALSE,False,False,0,0.0,,False,0.1,2.0,0.0,0.0,mA/mg,FALSE,False,No,Yes,1.7,2.8,0.1,0.1,Not reported,Yes,,TRUE,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Zhang,2018.0,N-doped yolk-shell,10.1016/j.apsusc.2017.06.288,Zhang 2018 N-doped yolk-shell,Not reported,True,False,False,False,True,False,False,,True,False,False,False,False,False,False,False,False,,Coin,,0.0,True,False,0.0,0.0,True,False,,No,True,True,True,False,,,False,0.5,0.0,1.7,2.7,FALSE,False,False,0,0.0,,False,0.1,2.0,0.0,0.0,mA/mg,FALSE,False,No,Yes,1.7,2.7,0.1,0.1,Not reported,Yes,,TRUE,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Liu,2014.0,Long cycle life,10.1016/j.jpowsour.2014.03.083,Liu 2014 Long cycle life,Not reported,False,False,False,False,False,True,False,,False,False,False,True,False,True,False,False,False,NMC 433,Pouch,,0.0,True,False,1.06,0.0,False,False,,No,True,True,True,False,,,True,0,0.0,2.7,4.2,TRUE,False,False,0,0.0,,False,0.05,1.0,0.0,0.0,mA/mg,FALSE,True,No,No,0.0,0.0,0.0,0.0,Not reported,Yes,,TRUE,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Tsai,2021.0,Ni-rich NMC,10.1016/j.electacta.2021.138244,Tsai 2021 Ni-rich NMC,Not reported,True,False,False,False,True,False,False,,False,False,False,False,False,True,False,False,False,"LiNi_{0.96}Co_{0.03}Mn_{0.01}O_{2}, LiNiO_{2}",Coin,,0.0,True,False,0.0,0.0,True,False,,No,True,True,True,False,,,False,0,0.0,2.5,4.3,FALSE,False,False,0,0.0,,False,0.1,10.0,0.0,0.0,mA/mg,FALSE,False,No,Yes,2.4,4.4,0.1,0.1,Not reported,Yes,2 component,TRUE,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Lu,2001.0,Layered LiNCM,10.1149/1.1413182,Lu 2001 Layered LiNCM,Under test,True,False,False,False,True,False,False,,False,False,False,False,False,True,False,False,False,"NMC121, NMC323",Coin,,0.0,True,False,0.0,0.0,True,True,10s-100s mL volumes of precursors reported,No,True,True,True,False,0.66 mm,Coating setting,False,0,0.65,2.5,4.4,TRUE,False,False,0,0.0,,False,0,0.0,40.0,40.0,mA/g,FALSE,False,No,,0.0,0.0,0.0,0.0,Not reported,,,FALSE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
